Reading training examples... 54 examples, 23058 tokens, 12 features, 25 classes... done
Iter 276: .........*(NumConst=140, SV=75, CEps=628.4709, QPEps=46.6703)
Iter 277: *(NumConst=141, SV=74, CEps=208.2853, QPEps=40.5237)
Iter 278: *(NumConst=142, SV=74, CEps=96.0278, QPEps=43.9443)
Iter 279: .........*(NumConst=143, SV=76, CEps=599.2244, QPEps=42.6825)
Iter 280: *(NumConst=142, SV=74, CEps=232.3319, QPEps=39.7716)
Iter 281: *(NumConst=140, SV=70, CEps=183.8137, QPEps=44.8475)
Iter 282: *(NumConst=140, SV=73, CEps=79.6252, QPEps=37.4068)
Iter 283: *(NumConst=141, SV=74, CEps=83.1321, QPEps=33.1786)
Iter 284: *(NumConst=142, SV=73, CEps=83.2915, QPEps=37.8412)
Iter 285: .........*(NumConst=143, SV=71, CEps=698.8493, QPEps=40.8703)
Iter 286: *(NumConst=143, SV=73, CEps=166.2559, QPEps=42.0209)
Iter 287: .........*(NumConst=143, SV=77, CEps=505.0813, QPEps=45.5158)
Iter 288: *(NumConst=144, SV=75, CEps=226.9052, QPEps=40.7975)
Iter 289: *(NumConst=144, SV=74, CEps=155.9774, QPEps=46.0210)
Iter 290: *(NumConst=144, SV=79, CEps=151.2316, QPEps=46.3777)
Iter 291: *(NumConst=144, SV=80, CEps=132.3795, QPEps=41.4805)
Iter 292: *(NumConst=143, SV=80, CEps=113.0607, QPEps=48.6651)
Iter 293: *(NumConst=141, SV=76, CEps=97.9021, QPEps=41.8354)
Iter 294: *(NumConst=139, SV=77, CEps=61.0045, QPEps=28.6387)
Iter 295: *(NumConst=136, SV=78, CEps=58.6179, QPEps=25.3886)
Iter 296: .........*(NumConst=134, SV=78, CEps=1319.3100, QPEps=41.2420)
Iter 297: .........*(NumConst=135, SV=80, CEps=725.7945, QPEps=38.7725)
Iter 298: *(NumConst=135, SV=79, CEps=219.8046, QPEps=45.5887)
Iter 299: .........*(NumConst=136, SV=80, CEps=511.0807, QPEps=49.7451)
Iter 300: *(NumConst=136, SV=78, CEps=184.1409, QPEps=48.3262)
Iter 301: *(NumConst=137, SV=79, CEps=150.2292, QPEps=40.2839)
Iter 302: *(NumConst=138, SV=79, CEps=100.7028, QPEps=44.1504)
Iter 303: *(NumConst=138, SV=81, CEps=86.1246, QPEps=37.5680)
Iter 304: *(NumConst=138, SV=79, CEps=78.4058, QPEps=28.8652)
Iter 305: *(NumConst=138, SV=74, CEps=90.8215, QPEps=34.7646)
Iter 306: .........*(NumConst=139, SV=75, CEps=630.1207, QPEps=39.7201)
Iter 307: *(NumConst=140, SV=77, CEps=183.0939, QPEps=47.7066)
Iter 308: .........*(NumConst=141, SV=79, CEps=490.4889, QPEps=39.8465)
Iter 309: *(NumConst=142, SV=76, CEps=184.6349, QPEps=41.1653)
Iter 310: *(NumConst=142, SV=79, CEps=133.6973, QPEps=45.0085)
